출발노드,가중치,도착노드
debt_ratio,0.07219891250133514,roe
asset_liabilities,0.03386050835251808,cash_debt
debt_ebitda,0.820436954498291,leverage_ratio
rect_turn,0.6680305600166321,debt_ebitda
roe,-0.2921440303325653,totaldebt_invcap
asset_turnover,0.14803266525268555,asset_liabilities
asset_liabilities,-1.6986125707626343,totaldebt_invcap
roe,-0.8370920419692993,leverage_ratio
rect_turn,-1.053445816040039,roa
capitalization_ratio,1.0919857025146484,leverage_ratio
asset_liabilities,1.4602724313735962,debt_ebitda
longtermdebt_invcap,1.4493697881698608,capitalization_ratio
longtermdebt_invcap,1.1824496984481812,leverage_ratio
asset_liabilities,-0.45731356739997864,asset_turnover
roa,-0.45362764596939087,totaldebt_invcap
debt_ratio,-0.20135191082954407,cash_debt
rect_turn,-0.6748043298721313,cash_debt
asset_turnover,-0.44653448462486267,roe
longtermdebt_invcap,-2.650031566619873,cash_debt
debt_ratio,0.2415730357170105,capitalization_ratio
cash_debt,0.5610300898551941,debt_ratio2
debt_ratio2,1.1272494792938232,rect_turn
rect_turn,-0.5372546911239624,totaldebt_invcap
debt_ebitda,1.3110971450805664,totaldebt_invcap
totaldebt_invcap,0.24133916199207306,roe
longtermdebt_invcap,-0.6148313283920288,rect_turn
asset_turnover,0.6220768094062805,debt_ratio2
totaldebt_invcap,0.7519959211349487,longtermdebt_invcap
capitalization_ratio,0.9091372489929199,roe
debt_ratio2,0.7133382558822632,roe
totaldebt_invcap,-0.06106207147240639,asset_turnover
totaldebt_invcap,-1.1356852054595947,debt_ratio
capitalization_ratio,-0.5761216878890991,totaldebt_invcap
longtermdebt_invcap,1.59083092212677,asset_turnover
debt_ratio2,-0.8667657375335693,capitalization_ratio
