출발노드,가중치,도착노드
capitalization_ratio,0.750135600566864,debt_ratio2
roe,0.4693133533000946,roa
debt_ratio2,0.460893452167511,totaldebt_invcap
totaldebt_invcap,0.4073958694934845,leverage_ratio
asset_liabilities,0.38237693905830383,rect_turn
asset_turnover,0.3645492494106293,roa
longtermdebt_invcap,0.3411716818809509,debt_ratio2
debt_ratio,-0.3202221691608429,rect_turn
capitalization_ratio,-0.3058881163597107,totaldebt_invcap
asset_turnover,0.3034321069717407,rect_turn
roa,0.3022884726524353,rect_turn
leverage_ratio,-0.2874686121940613,asset_liabilities
debt_ratio,0.28574714064598083,totaldebt_invcap
longtermdebt_invcap,0.26774734258651733,capitalization_ratio
debt_ebitda,0.26517170667648315,debt_ratio2
leverage_ratio,0.24393810331821442,asset_turnover
leverage_ratio,-0.21452762186527252,roa
capitalization_ratio,0.18691380321979523,leverage_ratio
asset_liabilities,-0.18279044330120087,debt_ratio
debt_ratio,0.17229586839675903,capitalization_ratio
debt_ratio,-0.14248999953269958,debt_ratio2
debt_ratio,0.13354739546775818,leverage_ratio
debt_ratio2,0.1296796053647995,rect_turn
roe,0.1203344389796257,debt_ratio
totaldebt_invcap,0.11482535302639008,asset_turnover
roe,-0.1066829264163971,leverage_ratio
capitalization_ratio,-0.10021767020225525,roa
cash_debt,0.0897076278924942,asset_liabilities
debt_ebitda,-0.08744141459465027,roa
roe,0.08339569717645645,totaldebt_invcap
roe,-0.07995683699846268,rect_turn
longtermdebt_invcap,0.07944046705961227,debt_ratio
cash_debt,-0.07037298381328583,debt_ratio2
asset_turnover,-0.05985650792717934,asset_liabilities
asset_liabilities,-0.05694567784667015,longtermdebt_invcap
roa,0.05008629336953163,debt_ratio2
asset_liabilities,0.048412587493658066,roa
leverage_ratio,0.04574234038591385,rect_turn
totaldebt_invcap,-0.04438373073935509,cash_debt
roa,-0.0408998541533947,longtermdebt_invcap
