출발노드,가중치,도착노드
capitalization_ratio,-0.07319113612174988,debt_ratio2
roe,-0.6278496384620667,roa
debt_ratio2,0.9042825102806091,totaldebt_invcap
totaldebt_invcap,0.8975724577903748,leverage_ratio
asset_liabilities,0.7078045010566711,rect_turn
asset_turnover,0.5274892449378967,roa
longtermdebt_invcap,2.5824127197265625,debt_ratio2
debt_ratio,-0.23260974884033203,rect_turn
capitalization_ratio,0.9101643562316895,totaldebt_invcap
asset_turnover,1.7713422775268555,rect_turn
roa,-0.1771940141916275,rect_turn
leverage_ratio,2.0312037467956543,asset_liabilities
debt_ratio,-0.16832853853702545,totaldebt_invcap
longtermdebt_invcap,-0.33438631892204285,capitalization_ratio
debt_ebitda,0.37915486097335815,debt_ratio2
leverage_ratio,0.6908583045005798,asset_turnover
leverage_ratio,0.23690390586853027,roa
capitalization_ratio,1.7172716856002808,leverage_ratio
asset_liabilities,-0.3559058606624603,debt_ratio
debt_ratio,0.5560212731361389,capitalization_ratio
debt_ratio,0.07609876990318298,debt_ratio2
debt_ratio,0.1225968524813652,leverage_ratio
debt_ratio2,-0.25124821066856384,rect_turn
roe,0.8136224746704102,debt_ratio
totaldebt_invcap,0.20550572872161865,asset_turnover
roe,1.2183459997177124,leverage_ratio
capitalization_ratio,-0.05757881700992584,roa
cash_debt,-1.3678663969039917,asset_liabilities
debt_ebitda,2.1487436294555664,roa
roe,0.9994032979011536,totaldebt_invcap
roe,-0.7035114765167236,rect_turn
longtermdebt_invcap,0.9682410359382629,debt_ratio
cash_debt,-0.4378851056098938,debt_ratio2
asset_turnover,-0.34416893124580383,asset_liabilities
asset_liabilities,1.0273387432098389,longtermdebt_invcap
roa,1.9554640054702759,debt_ratio2
asset_liabilities,-0.32749179005622864,roa
leverage_ratio,-0.7509819269180298,rect_turn
totaldebt_invcap,-0.6741083860397339,cash_debt
roa,-1.8938908576965332,longtermdebt_invcap
