출발노드,가중치,도착노드
cash_debt,0.1480326709204518,leverage_ratio
debt_ratio2,-1.698612539616043,debt_ratio
rect_turn,-0.8370920299685659,debt_ratio
rect_turn,-1.053445808112599,capitalization_ratio
longtermdebt_invcap,1.0919856455877708,debt_ratio
longtermdebt_invcap,1.4602724010940769,rect_turn
asset_liabilities,1.4493697895692235,roe
roe,1.1824496948505456,rect_turn
cash_debt,-0.4573135692253448,asset_liabilities
debt_ebitda,-0.4536276607265559,capitalization_ratio
capitalization_ratio,-0.20135190485157548,roe
asset_liabilities,-0.6748043217126501,totaldebt_invcap
roa,-0.4465344828726398,rect_turn
debt_ratio,-2.650031489878331,debt_ratio2
debt_ratio2,0.24157302911627615,leverage_ratio
debt_ratio2,0.5610300715170513,cash_debt
roa,1.1272494419061085,debt_ratio2
capitalization_ratio,-0.5372546630481827,rect_turn
asset_turnover,1.3110971014690957,leverage_ratio
roa,0.24133916614439235,cash_debt
debt_ebitda,-0.6148313393512009,debt_ratio
debt_ebitda,0.6220767999350839,debt_ratio2
totaldebt_invcap,0.7519959080042556,debt_ratio
debt_ratio2,0.9091372405461562,roa
capitalization_ratio,0.7133382291481677,totaldebt_invcap
roe,-0.0610620729430606,debt_ratio2
asset_liabilities,-1.135685220038429,debt_ebitda
capitalization_ratio,-0.5761217083486461,cash_debt
asset_liabilities,1.5908309584108586,rect_turn
longtermdebt_invcap,-0.8667657171690039,debt_ratio2
roe,-0.6699359832377016,longtermdebt_invcap
longtermdebt_invcap,1.2420836197443115,debt_ebitda
cash_debt,0.14105048930458786,capitalization_ratio
longtermdebt_invcap,-0.551247839353519,asset_turnover
asset_turnover,0.4080299899700519,roe
longtermdebt_invcap,-0.17519675792719286,capitalization_ratio
debt_ratio,-1.4672077601130007,leverage_ratio
capitalization_ratio,1.1166234491904024,debt_ratio2
asset_liabilities,-0.5613227162828596,longtermdebt_invcap
debt_ratio,0.7831949946872162,capitalization_ratio
