child,parent,coef,r2,n_parents
asset_liabilities,asset_turnover,-0.05985650792717934,0.2337502519368444,12
asset_liabilities,capitalization_ratio,-0.021573178470134735,0.2337502519368444,12
asset_liabilities,cash_debt,0.0897076278924942,0.2337502519368444,12
asset_liabilities,debt_ebitda,-0.00035866216057911515,0.2337502519368444,12
asset_liabilities,debt_ratio,-0.010042812675237656,0.2337502519368444,12
asset_liabilities,debt_ratio2,0.00628700340166688,0.2337502519368444,12
asset_liabilities,leverage_ratio,-0.2874686121940613,0.2337502519368444,12
asset_liabilities,longtermdebt_invcap,0.0005167037597857416,0.2337502519368444,12
asset_liabilities,rect_turn,0.001969509059563279,0.2337502519368444,12
asset_liabilities,roa,0.007955849170684814,0.2337502519368444,12
asset_liabilities,roe,-0.005205477122217417,0.2337502519368444,12
asset_liabilities,totaldebt_invcap,-0.01056558545678854,0.2337502519368444,12
asset_turnover,asset_liabilities,-0.00526684382930398,0.020087768522845995,12
asset_turnover,capitalization_ratio,-0.02085874415934086,0.020087768522845995,12
asset_turnover,cash_debt,-0.0007034155423752964,0.020087768522845995,12
asset_turnover,debt_ebitda,-0.02060626447200775,0.020087768522845995,12
asset_turnover,debt_ratio,0.011242253705859184,0.020087768522845995,12
asset_turnover,debt_ratio2,0.00015456198889296502,0.020087768522845995,12
asset_turnover,leverage_ratio,0.24393810331821442,0.020087768522845995,12
asset_turnover,longtermdebt_invcap,-0.009199805557727814,0.020087768522845995,12
asset_turnover,rect_turn,0.002528256271034479,0.020087768522845995,12
asset_turnover,roa,0.001534201204776764,0.020087768522845995,12
asset_turnover,roe,-0.022194070741534233,0.020087768522845995,12
asset_turnover,totaldebt_invcap,0.11482535302639008,0.020087768522845995,12
capitalization_ratio,asset_liabilities,-0.0046618725173175335,0.44246124630326156,12
capitalization_ratio,asset_turnover,4.4561784307006747e-05,0.44246124630326156,12
capitalization_ratio,cash_debt,-0.00013385777128860354,0.44246124630326156,12
capitalization_ratio,debt_ebitda,0.029028940945863724,0.44246124630326156,12
capitalization_ratio,debt_ratio,0.17229586839675903,0.44246124630326156,12
capitalization_ratio,debt_ratio2,0.0006232020677998662,0.44246124630326156,12
capitalization_ratio,leverage_ratio,0.001662665163166821,0.44246124630326156,12
capitalization_ratio,longtermdebt_invcap,0.26774734258651733,0.44246124630326156,12
capitalization_ratio,rect_turn,0.00034860099549405277,0.44246124630326156,12
capitalization_ratio,roa,-0.002976412419229746,0.44246124630326156,12
capitalization_ratio,roe,-0.010305209085345268,0.44246124630326156,12
capitalization_ratio,totaldebt_invcap,0.0001249537745025009,0.44246124630326156,12
cash_debt,asset_liabilities,0.003958444111049175,0.0197056852303652,12
cash_debt,asset_turnover,-0.006719966884702444,0.0197056852303652,12
cash_debt,capitalization_ratio,0.00013012831914238632,0.0197056852303652,12
cash_debt,debt_ebitda,-0.0016471012495458126,0.0197056852303652,12
cash_debt,debt_ratio,-0.013865874148905277,0.0197056852303652,12
cash_debt,debt_ratio2,-0.0062635913491249084,0.0197056852303652,12
cash_debt,leverage_ratio,0.00020630506332963705,0.0197056852303652,12
cash_debt,longtermdebt_invcap,0.0008783318335190415,0.0197056852303652,12
cash_debt,rect_turn,0.028405405580997467,0.0197056852303652,12
cash_debt,roa,-0.0020014799665659666,0.0197056852303652,12
cash_debt,roe,0.005922944750636816,0.0197056852303652,12
